post_id,post_type,likes,shares,comments,created_at
567,reel,111,7,17,2024-03-21 00:00:00
568,static_image,385,133,125,2024-12-03 00:00:00
569,static_image,223,120,116,2024-09-05 00:00:00
570,carousel,108,12,63,2024-01-12 00:00:00
571,static_image,367,99,182,2024-01-02 00:00:00
572,reel,89,65,105,2024-11-17 00:00:00
573,static_image,241,22,21,2024-02-23 00:00:00
574,carousel,346,115,192,2024-07-11 00:00:00
575,reel,369,132,166,2024-11-12 00:00:00
576,carousel,233,76,188,2024-06-17 00:00:00
577,carousel,137,8,21,2024-09-17 00:00:00
578,reel,107,36,28,2024-02-18 00:00:00
579,static_image,222,27,60,2024-12-24 00:00:00
580,carousel,190,44,47,2024-12-01 00:00:00
581,static_image,267,56,246,2024-06-15 00:00:00
582,reel,123,20,32,2024-12-26 00:00:00
583,carousel,342,130,227,2024-12-01 00:00:00
584,reel,109,13,13,2024-12-15 00:00:00
585,carousel,348,66,190,2024-02-21 00:00:00
586,static_image,102,7,23,2024-08-01 00:00:00
587,static_image,114,5,37,2024-10-11 00:00:00
588,carousel,576,280,168,2024-08-02 00:00:00
589,static_image,84,15,14,2024-05-22 00:00:00
590,static_image,260,131,136,2024-04-05 00:00:00
591,carousel,270,50,59,2024-10-15 00:00:00
592,carousel,267,74,106,2024-03-21 00:00:00
593,carousel,157,18,53,2024-10-28 00:00:00
594,carousel,337,54,152,2024-03-13 00:00:00
595,static_image,131,24,25,2024-03-11 00:00:00
596,static_image,362,100,228,2024-02-20 00:00:00
597,event,740,189,489,2024-10-31 00:00:00
598,static_image,195,50,42,2024-10-22 00:00:00
599,carousel,198,37,21,2024-03-18 00:00:00
600,reel,491,75,154,2024-01-30 00:00:00
601,carousel,59,5,14,2024-10-10 00:00:00
602,reel,162,56,70,2024-04-29 00:00:00
603,static_image,81,9,20,2024-05-26 00:00:00
604,carousel,100,15,38,2024-11-01 00:00:00
605,static_image,466,127,208,2024-08-19 00:00:00
606,reel,235,43,72,2024-04-15 00:00:00
607,reel,423,87,174,2024-04-17 00:00:00
608,reel,89,20,35,2024-11-05 00:00:00
609,reel,237,121,194,2024-05-26 00:00:00
610,static_image,196,12,33,2024-06-19 00:00:00
611,static_image,239,43,48,2024-10-29 00:00:00
612,carousel,178,39,48,2024-01-28 00:00:00
613,carousel,55,10,34,2024-09-04 00:00:00
614,static_image,138,11,17,2024-05-04 00:00:00
615,carousel,73,17,39,2024-10-24 00:00:00
616,reel,149,19,13,2024-10-24 00:00:00
617,carousel,58,12,23,2024-11-20 00:00:00
618,carousel,104,17,29,2024-04-20 00:00:00
619,reel,120,34,25,2024-03-16 00:00:00
620,reel,70,12,12,2024-06-23 00:00:00
621,carousel,248,32,62,2024-08-27 00:00:00
622,carousel,240,23,73,2024-12-16 00:00:00
623,reel,65,8,24,2024-12-06 00:00:00
624,reel,73,10,14,2024-01-30 00:00:00
625,reel,126,8,19,2024-06-07 00:00:00
626,carousel,107,13,35,2024-03-27 00:00:00
627,static_image,121,26,69,2024-03-02 00:00:00
628,static_image,104,48,23,2024-03-01 00:00:00
629,reel,127,15,30,2024-08-05 00:00:00
630,static_image,113,6,36,2024-09-10 00:00:00
631,carousel,475,131,166,2024-11-27 00:00:00
632,static_image,117,42,33,2024-01-12 00:00:00
633,carousel,97,17,32,2024-01-04 00:00:00
634,carousel,87,20,29,2024-04-04 00:00:00
635,carousel,211,49,28,2024-11-07 00:00:00
636,reel,175,47,39,2024-12-30 00:00:00
637,carousel,60,12,32,2024-01-12 00:00:00
638,static_image,149,14,33,2024-11-08 00:00:00
639,carousel,115,37,62,2024-06-26 00:00:00
640,reel,232,85,202,2024-09-26 00:00:00
641,reel,390,93,115,2024-09-03 00:00:00
642,carousel,115,21,78,2024-10-14 00:00:00
643,carousel,83,5,16,2024-03-03 00:00:00
644,carousel,112,17,21,2024-10-27 00:00:00
645,reel,376,117,162,2024-08-11 00:00:00
646,static_image,61,20,34,2024-03-21 00:00:00
647,carousel,99,11,14,2024-11-06 00:00:00
648,reel,442,143,245,2024-04-16 00:00:00
649,carousel,135,36,24,2024-08-18 00:00:00
650,carousel,74,9,12,2024-04-02 00:00:00
651,carousel,138,20,38,2024-12-19 00:00:00
652,reel,459,52,173,2024-04-03 00:00:00
653,reel,204,95,187,2024-12-26 00:00:00
654,carousel,83,13,35,2024-11-08 00:00:00
655,reel,154,16,47,2024-10-11 00:00:00
656,reel,132,18,63,2024-12-11 00:00:00
657,carousel,214,49,60,2024-05-26 00:00:00
658,reel,262,69,140,2024-04-27 00:00:00
659,reel,82,15,26,2024-12-04 00:00:00
660,static_image,269,32,79,2024-02-13 00:00:00
661,static_image,281,33,60,2024-04-02 00:00:00
662,static_image,118,10,31,2024-02-29 00:00:00
663,carousel,70,12,34,2024-10-02 00:00:00
664,reel,246,80,115,2024-04-10 00:00:00
665,static_image,108,35,44,2024-04-23 00:00:00
666,carousel,572,140,153,2024-11-18 00:00:00
667,carousel,164,43,56,2024-10-08 00:00:00
668,static_image,139,7,20,2024-04-03 00:00:00
669,static_image,103,13,71,2024-12-02 00:00:00
670,carousel,150,7,14,2024-10-20 00:00:00
671,carousel,283,98,212,2024-05-24 00:00:00
672,carousel,213,17,63,2024-11-02 00:00:00
673,reel,259,13,80,2024-07-27 00:00:00
674,reel,253,15,33,2024-04-26 00:00:00
675,reel,54,10,27,2024-01-03 00:00:00
676,carousel,315,87,217,2024-02-26 00:00:00
677,static_image,498,95,201,2024-05-03 00:00:00
678,reel,146,15,21,2024-12-04 00:00:00
679,reel,471,102,135,2024-10-22 00:00:00
680,carousel,325,126,113,2024-12-28 00:00:00
681,carousel,301,96,101,2024-08-06 00:00:00
682,reel,259,149,116,2024-11-12 00:00:00
683,reel,194,16,78,2024-01-05 00:00:00
684,reel,483,143,168,2024-05-04 00:00:00
685,carousel,95,12,33,2024-05-06 00:00:00
686,carousel,409,51,244,2024-03-14 00:00:00
687,reel,279,40,75,2024-12-13 00:00:00
688,static_image,90,20,33,2024-01-22 00:00:00
689,static_image,404,121,194,2024-12-06 00:00:00
690,reel,101,18,28,2024-02-12 00:00:00
691,static_image,140,50,42,2024-10-27 00:00:00
692,carousel,229,109,215,2024-05-04 00:00:00
693,static_image,225,75,133,2024-12-14 00:00:00
694,reel,475,150,204,2024-03-10 00:00:00
695,reel,103,6,33,2024-05-27 00:00:00
696,reel,214,129,202,2024-09-23 00:00:00
697,static_image,218,125,100,2024-04-20 00:00:00
698,carousel,394,133,114,2024-12-12 00:00:00
699,reel,65,20,24,2024-08-30 00:00:00
700,carousel,119,11,17,2024-12-24 00:00:00
701,reel,90,21,81,2024-01-03 00:00:00
702,reel,267,113,179,2024-02-13 00:00:00
703,carousel,124,36,75,2024-09-22 00:00:00
704,static_image,206,43,30,2024-10-21 00:00:00
705,carousel,840,192,290,2024-05-20 00:00:00
706,carousel,102,33,62,2024-11-06 00:00:00
707,reel,49,3,13,2024-01-31 00:00:00
708,static_image,245,26,33,2024-05-07 00:00:00
709,static_image,476,131,128,2024-12-11 00:00:00
710,static_image,407,52,175,2024-11-27 00:00:00
711,reel,115,14,39,2024-08-21 00:00:00
712,reel,279,74,162,2024-07-24 00:00:00
713,event,817,95,321,2024-03-17 00:00:00
714,carousel,250,148,236,2024-04-14 00:00:00
715,static_image,312,82,165,2024-11-12 00:00:00
716,reel,106,39,72,2024-11-03 00:00:00
717,carousel,125,50,51,2024-07-08 00:00:00
718,static_image,492,110,154,2024-01-15 00:00:00
719,static_image,24,5,15,2024-03-08 00:00:00
720,static_image,291,45,37,2024-01-17 00:00:00
721,carousel,488,93,236,2024-05-30 00:00:00
722,reel,148,12,16,2024-07-10 00:00:00
723,static_image,51,13,11,2024-12-17 00:00:00
724,static_image,86,7,12,2024-01-20 00:00:00
725,reel,349,122,192,2024-05-05 00:00:00
726,reel,104,37,29,2024-10-19 00:00:00
727,static_image,126,8,20,2024-11-27 00:00:00
728,carousel,188,44,44,2024-02-28 00:00:00
729,static_image,110,17,40,2024-11-02 00:00:00
730,carousel,60,32,92,2024-07-06 00:00:00
731,carousel,95,8,21,2024-03-07 00:00:00
732,reel,136,13,38,2024-09-19 00:00:00
733,reel,404,90,230,2024-12-27 00:00:00
734,static_image,79,12,23,2024-05-05 00:00:00
735,reel,223,15,74,2024-04-24 00:00:00
736,static_image,88,7,28,2024-05-14 00:00:00
737,static_image,86,16,28,2024-10-29 00:00:00
738,reel,78,12,22,2024-10-22 00:00:00
739,reel,98,18,20,2024-04-01 00:00:00
740,static_image,420,88,228,2024-11-19 00:00:00
741,reel,251,20,22,2024-09-20 00:00:00
742,reel,264,28,51,2024-09-23 00:00:00
743,static_image,469,89,205,2024-03-15 00:00:00
744,static_image,269,48,28,2024-07-28 00:00:00
745,reel,189,15,51,2024-06-07 00:00:00
746,static_image,77,20,23,2024-12-20 00:00:00
747,reel,37,7,13,2024-10-16 00:00:00
748,reel,228,29,64,2024-01-15 00:00:00
749,carousel,164,28,66,2024-09-01 00:00:00
750,static_image,228,146,195,2024-02-12 00:00:00
751,carousel,282,57,231,2024-04-05 00:00:00
752,reel,280,66,168,2024-11-06 00:00:00
753,carousel,250,28,38,2024-12-10 00:00:00
754,carousel,426,88,161,2024-12-23 00:00:00
755,static_image,318,80,99,2024-04-08 00:00:00
756,reel,166,31,51,2024-10-08 00:00:00
757,reel,63,20,25,2024-12-13 00:00:00
758,carousel,199,41,55,2024-04-13 00:00:00
759,event,857,174,204,2024-03-17 00:00:00
760,static_image,102,18,19,2024-04-23 00:00:00
761,reel,495,82,154,2024-12-11 00:00:00
762,carousel,192,32,59,2024-08-25 00:00:00
763,reel,63,17,33,2024-11-10 00:00:00
764,carousel,389,96,234,2024-12-01 00:00:00
765,reel,379,87,123,2024-07-11 00:00:00
766,static_image,252,34,53,2024-07-28 00:00:00
767,carousel,134,43,77,2024-01-26 00:00:00
768,reel,133,15,21,2024-11-27 00:00:00
769,carousel,174,20,79,2024-07-01 00:00:00
770,static_image,404,106,103,2024-12-08 00:00:00
771,reel,95,7,21,2024-10-18 00:00:00
772,static_image,110,8,39,2024-10-03 00:00:00
773,static_image,89,6,21,2024-05-25 00:00:00
774,carousel,356,94,109,2024-12-09 00:00:00
775,static_image,215,90,224,2024-12-16 00:00:00
776,static_image,146,8,15,2024-02-01 00:00:00
777,carousel,250,26,26,2024-05-10 00:00:00
778,reel,112,19,14,2024-08-12 00:00:00
779,carousel,351,62,159,2024-11-18 00:00:00
780,reel,59,17,40,2024-05-06 00:00:00
781,carousel,116,5,36,2024-12-24 00:00:00
782,carousel,281,38,62,2024-11-03 00:00:00
783,reel,480,122,172,2024-12-05 00:00:00
784,static_image,126,6,11,2024-11-30 00:00:00
785,carousel,450,117,194,2024-09-08 00:00:00
786,reel,142,18,19,2024-05-05 00:00:00
787,static_image,477,117,122,2024-05-09 00:00:00
788,static_image,375,73,148,2024-11-19 00:00:00
789,carousel,72,5,31,2024-03-26 00:00:00
790,event,732,334,583,2024-12-31 00:00:00
791,reel,70,20,37,2024-05-18 00:00:00
792,reel,400,117,134,2024-11-16 00:00:00
793,reel,179,25,51,2024-11-08 00:00:00
794,carousel,201,34,46,2024-09-11 00:00:00
795,reel,131,14,28,2024-12-10 00:00:00
796,reel,25,6,5,2024-02-17 00:00:00
797,reel,76,12,36,2024-11-22 00:00:00
798,reel,104,20,27,2024-12-23 00:00:00
799,carousel,1035,238,284,2024-01-26 00:00:00
800,static_image,197,21,79,2024-03-16 00:00:00
801,static_image,136,8,13,2024-09-07 00:00:00
802,reel,106,44,48,2024-03-07 00:00:00
803,static_image,807,596,693,2024-12-11 00:00:00
804,reel,81,10,23,2024-09-10 00:00:00
805,carousel,108,41,52,2024-03-21 00:00:00
806,carousel,222,89,206,2024-09-14 00:00:00
807,static_image,223,22,48,2024-11-14 00:00:00
808,static_image,140,20,27,2024-02-21 00:00:00
809,static_image,358,121,246,2024-12-21 00:00:00
810,carousel,399,130,174,2024-01-05 00:00:00
811,carousel,90,14,10,2024-01-06 00:00:00
812,reel,210,54,127,2024-12-05 00:00:00
813,carousel,263,62,166,2024-11-02 00:00:00
814,carousel,114,42,39,2024-09-08 00:00:00
815,static_image,342,121,189,2024-11-21 00:00:00
816,carousel,124,20,20,2024-06-05 00:00:00
817,carousel,62,17,38,2024-07-02 00:00:00
818,static_image,294,77,132,2024-11-27 00:00:00
819,carousel,51,14,20,2024-11-27 00:00:00
820,carousel,224,14,62,2024-11-12 00:00:00
821,carousel,1036,690,705,2024-09-18 00:00:00
822,event,966,470,737,2024-12-31 00:00:00
823,carousel,82,19,38,2024-03-18 00:00:00
824,reel,64,10,13,2024-12-26 00:00:00
825,reel,113,14,38,2024-04-18 00:00:00
826,carousel,130,22,31,2024-11-19 00:00:00
827,reel,504,66,50,2024-04-28 00:00:00
828,carousel,88,20,37,2024-03-23 00:00:00
829,carousel,386,147,140,2024-03-22 00:00:00
830,carousel,73,15,29,2024-12-23 00:00:00
831,reel,253,35,77,2024-04-30 00:00:00
832,static_image,118,17,18,2024-01-15 00:00:00
833,reel,417,74,213,2024-02-15 00:00:00
834,carousel,138,12,28,2024-12-11 00:00:00
835,carousel,81,18,33,2024-11-06 00:00:00
836,static_image,438,142,120,2024-05-15 00:00:00
837,carousel,136,48,27,2024-03-13 00:00:00
838,reel,279,22,54,2024-02-28 00:00:00
839,static_image,291,40,52,2024-02-18 00:00:00
840,carousel,81,19,10,2024-04-14 00:00:00
841,carousel,109,7,21,2024-12-13 00:00:00
842,reel,111,8,23,2024-02-20 00:00:00
843,reel,147,17,36,2024-10-24 00:00:00
844,static_image,351,103,152,2024-10-12 00:00:00
845,carousel,141,14,31,2024-01-28 00:00:00
846,carousel,104,6,33,2024-09-02 00:00:00
847,static_image,286,46,60,2024-12-26 00:00:00
848,carousel,1335,60,198,2024-12-28 00:00:00
849,reel,112,5,12,2024-08-22 00:00:00
850,static_image,84,13,40,2024-01-06 00:00:00
851,static_image,208,26,76,2024-03-14 00:00:00
852,reel,247,16,33,2024-01-16 00:00:00
853,carousel,59,44,53,2024-05-02 00:00:00
854,reel,294,28,29,2024-03-03 00:00:00
855,static_image,126,25,63,2024-12-12 00:00:00
856,reel,121,5,31,2024-12-02 00:00:00
857,carousel,244,41,73,2024-02-09 00:00:00
858,reel,135,12,25,2024-04-02 00:00:00
859,reel,231,30,63,2024-02-04 00:00:00
860,reel,133,32,54,2024-01-25 00:00:00
861,reel,90,5,22,2024-05-22 00:00:00
862,static_image,246,35,80,2024-03-11 00:00:00
863,carousel,291,49,66,2024-02-27 00:00:00
864,carousel,282,16,24,2024-12-24 00:00:00
865,carousel,216,16,70,2024-05-05 00:00:00
866,reel,244,45,20,2024-05-14 00:00:00
867,static_image,213,74,164,2024-09-18 00:00:00
868,reel,108,20,25,2024-01-06 00:00:00
869,static_image,137,16,70,2024-07-09 00:00:00
870,reel,345,133,125,2024-12-14 00:00:00
871,static_image,231,46,52,2024-04-20 00:00:00
872,reel,93,13,17,2024-12-14 00:00:00
873,static_image,1128,90,292,2024-05-16 00:00:00
874,static_image,458,100,102,2024-05-20 00:00:00
875,static_image,103,14,23,2024-10-30 00:00:00
876,static_image,254,47,69,2024-12-14 00:00:00
877,static_image,126,14,20,2024-01-09 00:00:00
878,static_image,61,27,63,2024-03-31 00:00:00
879,carousel,225,24,23,2024-10-15 00:00:00
880,carousel,294,68,224,2024-03-25 00:00:00
881,reel,214,18,41,2024-07-17 00:00:00
882,carousel,326,74,138,2024-12-17 00:00:00
883,carousel,62,9,26,2024-01-31 00:00:00
884,reel,228,127,225,2024-02-28 00:00:00
885,static_image,257,42,25,2024-01-23 00:00:00
886,static_image,452,120,197,2024-04-11 00:00:00
887,static_image,52,16,40,2024-12-20 00:00:00
888,carousel,56,16,13,2024-09-19 00:00:00
889,reel,136,16,38,2024-11-02 00:00:00
890,carousel,150,14,53,2024-08-09 00:00:00
891,reel,315,65,144,2024-10-20 00:00:00
892,carousel,78,17,39,2024-12-03 00:00:00
893,static_image,90,10,26,2024-11-14 00:00:00
894,reel,349,85,176,2024-05-16 00:00:00
895,carousel,436,117,129,2024-01-07 00:00:00
896,reel,250,28,71,2024-06-08 00:00:00
897,reel,91,15,16,2024-03-02 00:00:00
898,reel,79,11,21,2024-11-11 00:00:00
899,static_image,125,14,36,2024-04-28 00:00:00
900,static_image,145,10,28,2024-10-02 00:00:00
901,static_image,78,13,27,2024-11-18 00:00:00
902,reel,219,31,68,2024-11-05 00:00:00
903,reel,428,103,178,2024-08-16 00:00:00
904,carousel,142,7,10,2024-10-10 00:00:00
905,carousel,147,10,36,2024-12-15 00:00:00
906,static_image,233,71,125,2024-05-20 00:00:00
907,reel,148,18,40,2024-05-10 00:00:00
908,reel,57,12,22,2024-10-24 00:00:00
909,carousel,356,125,186,2024-02-18 00:00:00
910,static_image,155,50,77,2024-10-26 00:00:00
911,static_image,148,17,27,2024-09-28 00:00:00
912,static_image,493,128,149,2024-09-09 00:00:00
913,static_image,391,65,181,2024-09-23 00:00:00
914,static_image,248,16,80,2024-12-18 00:00:00
915,reel,272,19,55,2024-10-21 00:00:00
916,reel,200,36,55,2024-07-17 00:00:00
917,reel,71,18,37,2024-02-10 00:00:00
918,reel,159,30,74,2024-12-15 00:00:00
919,carousel,220,48,49,2024-08-16 00:00:00
920,static_image,481,109,222,2024-05-20 00:00:00
921,reel,140,7,11,2024-05-10 00:00:00
922,static_image,140,50,29,2024-10-17 00:00:00
923,static_image,450,66,185,2024-05-09 00:00:00
924,static_image,242,116,171,2024-02-10 00:00:00
925,carousel,396,87,209,2024-12-17 00:00:00
926,carousel,29,15,10,2024-03-05 00:00:00
927,reel,257,84,247,2024-05-10 00:00:00
928,event,840,178,475,2024-02-14 00:00:00
929,static_image,429,117,246,2024-08-07 00:00:00
930,reel,415,137,208,2024-09-14 00:00:00
931,reel,500,87,112,2024-05-06 00:00:00
932,static_image,431,129,198,2024-05-22 00:00:00
933,carousel,459,90,155,2024-02-17 00:00:00
934,static_image,301,136,123,2024-01-05 00:00:00
935,static_image,59,11,25,2024-07-23 00:00:00
936,carousel,383,50,196,2024-09-16 00:00:00
937,reel,462,133,220,2024-11-17 00:00:00
938,reel,216,38,76,2024-05-04 00:00:00
939,reel,187,16,39,2024-10-05 00:00:00
940,carousel,473,111,129,2024-02-09 00:00:00
941,carousel,169,44,37,2024-12-22 00:00:00
942,reel,267,60,153,2024-06-09 00:00:00
943,carousel,428,86,174,2024-04-04 00:00:00
944,carousel,266,47,52,2024-01-30 00:00:00
945,reel,80,17,26,2024-07-31 00:00:00
946,reel,83,8,32,2024-11-23 00:00:00
947,reel,289,76,158,2024-10-22 00:00:00
948,static_image,223,84,107,2024-01-25 00:00:00
949,carousel,283,18,78,2024-08-06 00:00:00
950,reel,148,16,28,2024-01-10 00:00:00
951,carousel,102,17,21,2024-09-08 00:00:00
952,carousel,143,10,23,2024-11-03 00:00:00
953,reel,57,20,18,2024-11-20 00:00:00
954,carousel,236,25,22,2024-10-02 00:00:00
955,reel,473,131,160,2024-03-08 00:00:00
956,static_image,423,134,155,2024-02-03 00:00:00
957,carousel,84,12,20,2024-05-27 00:00:00
958,static_image,260,22,50,2024-06-04 00:00:00
959,event,834,484,556,2024-12-31 00:00:00
960,static_image,136,43,20,2024-09-11 00:00:00
961,reel,103,16,34,2024-03-21 00:00:00
962,event,695,158,266,2024-03-17 00:00:00
963,carousel,458,266,316,2024-05-10 00:00:00
964,static_image,235,91,207,2024-01-06 00:00:00
965,reel,82,16,9,2024-01-29 00:00:00
966,static_image,1113,476,792,2024-05-08 00:00:00
967,static_image,232,16,54,2024-11-01 00:00:00
968,static_image,219,40,40,2024-02-07 00:00:00
969,reel,233,128,201,2024-01-13 00:00:00
970,carousel,46,4,6,2024-09-27 00:00:00
971,static_image,206,100,197,2024-03-28 00:00:00
972,reel,441,110,223,2024-11-02 00:00:00
973,static_image,393,58,210,2024-08-12 00:00:00
974,carousel,409,61,143,2024-01-20 00:00:00
975,carousel,299,23,24,2024-01-18 00:00:00
976,reel,236,14,43,2024-10-29 00:00:00
977,reel,131,12,31,2024-06-26 00:00:00
978,reel,139,18,23,2024-02-02 00:00:00
979,carousel,103,18,16,2024-04-04 00:00:00
980,reel,259,10,45,2024-04-08 00:00:00
981,reel,208,91,176,2024-10-29 00:00:00
982,reel,63,7,35,2024-04-01 00:00:00
983,static_image,72,8,12,2024-12-22 00:00:00
984,reel,364,145,225,2024-02-26 00:00:00
985,reel,368,97,161,2024-12-28 00:00:00
986,carousel,142,19,17,2024-09-11 00:00:00
987,static_image,122,20,13,2024-12-14 00:00:00
988,reel,144,17,19,2024-01-16 00:00:00
989,static_image,189,29,66,2024-07-12 00:00:00
990,static_image,218,25,70,2024-09-21 00:00:00
991,carousel,95,6,37,2024-02-06 00:00:00
992,static_image,458,53,213,2024-04-30 00:00:00
993,carousel,76,5,29,2024-06-08 00:00:00
994,static_image,329,76,207,2024-03-08 00:00:00
995,reel,63,17,25,2024-06-10 00:00:00
996,static_image,251,108,108,2024-12-08 00:00:00
997,reel,149,19,38,2024-09-15 00:00:00
998,reel,262,57,150,2024-12-28 00:00:00
999,static_image,76,9,24,2024-11-21 00:00:00
1000,carousel,166,45,23,2024-12-02 00:00:00
1001,carousel,138,7,11,2024-03-28 00:00:00
1002,reel,268,22,76,2024-10-02 00:00:00
1003,reel,227,112,105,2024-11-26 00:00:00
1004,static_image,243,72,195,2024-02-12 00:00:00
1005,carousel,138,11,40,2024-01-02 00:00:00
1006,carousel,81,6,33,2024-07-28 00:00:00
1007,reel,279,41,24,2024-04-23 00:00:00
1008,carousel,177,43,40,2024-01-08 00:00:00
1009,static_image,104,43,35,2024-02-06 00:00:00
1010,carousel,383,81,197,2024-09-13 00:00:00
1011,carousel,102,15,76,2024-05-17 00:00:00
1012,static_image,133,29,80,2024-01-19 00:00:00
1013,static_image,105,24,64,2024-08-05 00:00:00
1014,reel,336,133,160,2024-09-17 00:00:00
1015,static_image,422,56,192,2024-12-14 00:00:00
1016,static_image,143,15,25,2024-01-30 00:00:00
1017,carousel,291,23,72,2024-03-27 00:00:00
1018,reel,200,114,188,2024-10-07 00:00:00
1019,static_image,1692,504,868,2024-05-02 00:00:00
1020,reel,98,7,40,2024-01-21 00:00:00
1021,carousel,125,16,41,2024-06-22 00:00:00
1022,reel,48,2,8,2024-03-28 00:00:00
1023,carousel,105,16,34,2024-01-14 00:00:00
1024,static_image,393,149,167,2024-09-07 00:00:00
1025,static_image,58,13,12,2024-02-02 00:00:00
1026,reel,448,132,226,2024-03-16 00:00:00
1027,carousel,300,27,78,2024-02-02 00:00:00
1028,carousel,241,77,227,2024-08-24 00:00:00
1029,carousel,91,11,37,2024-03-26 00:00:00
1030,static_image,229,32,23,2024-11-20 00:00:00
1031,static_image,148,14,41,2024-01-19 00:00:00
1032,carousel,131,34,47,2024-07-26 00:00:00
1033,static_image,251,149,196,2024-11-12 00:00:00
1034,reel,309,103,194,2024-09-16 00:00:00
1035,reel,250,26,74,2024-09-27 00:00:00
1036,reel,304,150,118,2024-02-16 00:00:00
1037,static_image,147,19,35,2024-07-16 00:00:00
1038,static_image,65,15,22,2024-01-20 00:00:00
1039,static_image,450,62,223,2024-12-20 00:00:00
1040,static_image,51,13,7,2024-02-01 00:00:00
1041,static_image,465,70,237,2024-11-14 00:00:00
1042,static_image,83,14,13,2024-11-19 00:00:00
1043,static_image,299,105,153,2024-08-27 00:00:00
1044,carousel,130,18,22,2024-07-15 00:00:00
1045,reel,204,55,143,2024-06-26 00:00:00
1046,reel,499,68,227,2024-07-10 00:00:00
1047,static_image,293,28,76,2024-06-17 00:00:00
1048,static_image,125,18,36,2024-05-21 00:00:00
1049,carousel,466,115,238,2024-10-30 00:00:00
1050,reel,133,8,12,2024-11-09 00:00:00
1051,carousel,83,7,33,2024-02-23 00:00:00
1052,static_image,145,29,34,2024-05-15 00:00:00
1053,carousel,66,12,17,2024-12-06 00:00:00
1054,static_image,90,17,15,2024-11-20 00:00:00
1055,reel,69,12,22,2024-05-17 00:00:00
1056,reel,120,25,36,2024-01-15 00:00:00
1057,reel,130,5,12,2024-05-13 00:00:00
1058,reel,455,147,104,2024-11-03 00:00:00
1059,static_image,258,111,214,2024-11-11 00:00:00
1060,reel,125,6,39,2024-12-20 00:00:00
1061,reel,110,5,22,2024-01-11 00:00:00
1062,carousel,440,58,105,2024-05-18 00:00:00
1063,reel,188,14,36,2024-01-30 00:00:00
1064,carousel,247,43,26,2024-12-14 00:00:00
1065,static_image,294,13,58,2024-07-11 00:00:00
1066,carousel,65,8,32,2024-11-08 00:00:00
1067,carousel,442,70,181,2024-07-29 00:00:00
1068,carousel,293,46,32,2024-11-27 00:00:00
1069,reel,277,41,60,2024-11-13 00:00:00
1070,static_image,131,7,15,2024-04-08 00:00:00
1071,carousel,117,18,14,2024-09-25 00:00:00
1072,static_image,262,79,236,2024-11-03 00:00:00
1073,reel,144,8,22,2024-10-02 00:00:00
1074,carousel,226,22,55,2024-12-23 00:00:00
1075,carousel,102,39,37,2024-08-23 00:00:00
1076,static_image,208,30,69,2024-09-07 00:00:00
1077,static_image,495,128,212,2024-05-03 00:00:00
1078,carousel,278,14,73,2024-07-19 00:00:00
1079,reel,223,35,69,2024-02-17 00:00:00
1080,carousel,126,9,33,2024-12-24 00:00:00
1081,static_image,137,9,30,2024-11-13 00:00:00
1082,static_image,150,6,25,2024-10-05 00:00:00
1083,carousel,370,106,247,2024-12-27 00:00:00
1084,reel,277,15,51,2024-12-10 00:00:00
1085,reel,128,11,13,2024-12-21 00:00:00
1086,reel,105,42,48,2024-10-07 00:00:00
1087,reel,79,20,38,2024-02-12 00:00:00
1088,reel,241,25,40,2024-02-16 00:00:00
1089,static_image,231,109,238,2024-06-19 00:00:00
1090,carousel,103,27,23,2024-01-29 00:00:00
1091,reel,218,17,29,2024-03-11 00:00:00
1092,static_image,101,6,12,2024-11-13 00:00:00
1093,carousel,365,145,106,2024-01-16 00:00:00
1094,reel,72,17,23,2024-05-28 00:00:00
1095,carousel,64,19,18,2024-03-26 00:00:00
1096,static_image,239,17,33,2024-06-08 00:00:00
1097,reel,467,90,159,2024-04-19 00:00:00
1098,static_image,147,18,32,2024-01-25 00:00:00
1099,carousel,230,129,166,2024-06-02 00:00:00
1100,reel,122,18,49,2024-12-10 00:00:00
1101,carousel,146,6,31,2024-10-11 00:00:00
1102,carousel,270,38,61,2024-08-06 00:00:00
1103,reel,262,48,46,2024-11-23 00:00:00
1104,carousel,149,9,19,2024-01-05 00:00:00
1105,carousel,205,15,54,2024-10-11 00:00:00
1106,static_image,369,146,184,2024-07-16 00:00:00
1107,reel,252,39,74,2024-02-28 00:00:00
1108,static_image,287,43,32,2024-01-03 00:00:00
1109,static_image,322,118,161,2024-03-16 00:00:00
1110,static_image,276,148,214,2024-08-09 00:00:00
1111,static_image,274,61,176,2024-04-13 00:00:00
1112,static_image,63,17,14,2024-09-11 00:00:00
1113,static_image,74,13,25,2024-09-05 00:00:00
1114,reel,218,112,161,2024-06-23 00:00:00
1115,carousel,52,20,17,2024-06-12 00:00:00
1116,carousel,339,122,234,2024-05-11 00:00:00
1117,carousel,382,147,181,2024-11-29 00:00:00
1118,reel,208,123,123,2024-03-03 00:00:00
1119,static_image,347,140,196,2024-03-22 00:00:00
1120,carousel,272,32,46,2024-04-25 00:00:00
1121,static_image,171,29,35,2024-09-19 00:00:00
1122,static_image,142,8,24,2024-01-05 00:00:00
1123,reel,230,75,136,2024-05-17 00:00:00
1124,carousel,125,16,37,2024-10-13 00:00:00
1125,static_image,133,40,65,2024-01-21 00:00:00
1126,carousel,488,108,234,2024-11-26 00:00:00
1127,reel,210,50,38,2024-06-11 00:00:00
1128,carousel,65,9,21,2024-01-20 00:00:00
